name,steam_appid,required_age,legal_notice,platforms,categories,genres,recommendations,achievements,release_date,price,english,developer,publisher
War Robots VR: The Skirmish,672640,0,,windows,Single-player;Full controller support;Tracked Controller Support;VR Only;VR Support,Action;Free to Play;Simulation,,0,2017-08-10,0.0,1,Pixonic,Pixonic
The Ranger: Lost Tribe,673070,0,,windows,Single-player;Tracked Controller Support;VR Only;Captions available;Steam Cloud,Violent;Action;Adventure;Free to Play;RPG;Simulation,,0,2017-08-01,0.0,1,Leiting Interactive,Leiting Interactive
Subsurface Circular,676820,0,© 2017 Mike Bithell Games Limited. ‘Subsurface Circular’ and ‘Mike Bithell Games’ are trademarks of Mike Bithell Games Limited. All rights reserved.,windows;mac,Single-player;Steam Achievements;Steam Cloud;Commentary available;Family Sharing,Adventure;Casual;Indie,{'total': 1384},13,2017-08-17,5.99,1,Bithell Games,Bithell Games
Weable,683830,0,,windows,Single-player;Steam Trading Cards;Family Sharing,Action;Casual;Indie,{'total': 301},0,2017-08-22,0.99,1,SPECTRUM GAMES,Valkyrie Initiative
Shoppe Keep 2,684580,0,Excalibur Publishing © 2019 - All rights reserved,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Family Sharing,Adventure;Indie;RPG;Simulation;Strategy,{'total': 1494},36,2019-04-25,9.99,1,Strange Fire,Excalibur Publishing
Polygoneer,684680,0,,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing,Action;Casual;Indie,{'total': 243},40,2017-08-24,0.99,1,NukGames,NukGames
Pogostuck: Rage With Your Friends,688130,0,,windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards;Family Sharing,Action;Adventure;Casual;Indie,{'total': 4989},68,2019-02-28,6.99,1,Hendrik Felix Pohl,Hendrik Felix Pohl
Ash of Gods: Redemption,691690,0,© AurumDust 2018,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud;Family Sharing,Adventure;Indie;RPG;Strategy,{'total': 2717},50,2018-03-23,24.99,1,AurumDust,AurumDust;WhisperGames
Chinese Paladin：Sword and Fairy,695630,0,© 2001 - 2017 SOFTSTAR ENTERTAINMENT INC. All rights reserved.,windows,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing,RPG,{'total': 2053},32,2017-10-11,4.99,0,SOFTSTAR TECHNOLOGY(BEIJING),SOFTSTAR TECHNOLOGY(BEIJING);SOFTSTAR ENTERTAINMENT
SENRAN KAGURA Peach Beach Splash,696170,0,"©2018 Marvelous Inc./HONEY PARADE GAMES Inc. Licensed to and published by XSEED Games / Marvelous USA, Inc.<br />
This product includes typefaces solely developed by DynaComware. DynaFont is a registered Trademark of DynaComware Taiwan Inc.",windows,Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Full controller support;VR Supported;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing,Action,{'total': 3578},50,2018-03-07,29.99,1,Tamsoft,"XSEED Games;Marvelous USA, Inc.;Marvelous"
Life is Feudal: MMO,700030,0,,windows,Multi-player;MMO;PvP;Online PvP;In-App Purchases,Action;Adventure;Massively Multiplayer;RPG;Simulation;Free to Play;Early Access,{'total': 3199},0,2018-01-12,0.0,1,LTG,LTG
March of Empires,702320,0,© 2017 Gameloft. All Rights Reserved. Gameloft and the Gameloft logo are trademarks of Gameloft in the U.S. and/or other countries.,windows,Multi-player;PvP;Online PvP;Steam Achievements;In-App Purchases,Massively Multiplayer;RPG;Strategy;Free to Play,,87,2017-12-11,0.0,1,Gameloft,Gameloft
Donut County,702670,0,"© 2019 Labyrinth Mint, LLC. Developed by Ben Esposito. Published by Annapurna Interactive. All rights reserved.",windows;mac,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing,Adventure;Casual;Indie,{'total': 8279},20,2018-08-28,12.99,1,Ben Esposito,Annapurna Interactive
Shooty Skies,702810,0,"Shooty Skies™, #shootyskies™, Mighty Games™, ""Endless Arcade Flyer™ ""The Shooty Skies Logo"", ""The Shooty Skies Shooty Cat"", ""The Mighty Games Arcade"" and the Mighty Games Logo are trademarks of the Mighty Games Group Pty Ltd.",windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases;Steam Cloud;Stats;Steam Leaderboards,Action;Free to Play;Indie,,29,2018-03-06,0.0,1,Mighty Games,Mighty Games
SIMULACRA,712730,0,© Copyright Kaigan Games 2018,windows;mac,Single-player;Steam Achievements;Steam Cloud;Family Sharing,Adventure;Indie;Simulation,{'total': 2844},24,2017-10-26,4.99,1,Kaigan Games OÜ,Kaigan Games OÜ;Neon Doctrine
Daemonsgate,719300,0,"2021 © Ziggurat Interactive, Inc.",windows;mac;linux,Single-player;Partial Controller Support;Family Sharing,Action;Adventure;RPG,,0,2017-10-25,6.99,1,Imagitec,Ziggurat
Holyday City: Reloaded,728730,0,,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases;Steam Cloud;Steam Leaderboards,Casual;Free to Play;Indie;Simulation;Strategy,,42,2018-04-23,0.0,1,Holyday Studios,Holyday Studios
Sniper Elite V2 Remastered,728740,17,"The Rebellion name and logo, the Sniper Elite name and logo and the Sniper Elite Eagle are trademarks of Rebellion and may be registered trademarks in certain countries. © 2019 Rebellion. All rights reserved.",windows,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Remote Play on TV;Family Sharing,Action,{'total': 2544},71,2019-05-13,9.99,1,Rebellion,Rebellion
Wytchwood,729000,0,,windows;mac,Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Adventure;Casual;Indie;RPG,{'total': 2674},14,2021-12-09,19.99,1,Alientrap,Alientrap
War Trigger 2,732730,0,© 2019 Rocketeer Games Studio LLC,windows;mac,Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;In-App Purchases,Action;Adventure;Free to Play;Indie;Simulation,,0,2017-11-22,0.0,1,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC"
